rel_path,video_id,model_type,condition,prediction,ground_truth,VT,AT,IM,n_faces,n_seg
test/000006.mp4,000006,vgg19,jpeg_40,fake,fake,0.9047619047619048,0.8076923076923077,0.8113207547169812,43,53
test/000006.mp4,000006,vgg19,jpeg_50,fake,fake,0.7142857142857143,0.8076923076923077,0.8301886792452831,43,53
test/000006.mp4,000006,vgg19,jpeg_60,fake,fake,0.7380952380952381,0.8076923076923077,0.8113207547169812,43,53
test/000006.mp4,000006,vgg19,jpeg_70,fake,fake,0.8333333333333334,0.8076923076923077,0.8301886792452831,43,53
test/000006.mp4,000006,vgg19,jpeg_80,fake,fake,0.7142857142857143,0.8076923076923077,0.7924528301886793,43,53
test/000006.mp4,000006,vgg19,jpeg_90,fake,fake,0.6904761904761905,0.8076923076923077,0.8113207547169812,43,53
test/000006.mp4,000006,vgg19,jpeg_95,fake,fake,0.8095238095238095,0.8076923076923077,0.8301886792452831,43,53
test/000006.mp4,000006,vgg19,h264_18_keepaudio,fake,fake,0.7619047619047619,0.8076923076923077,0.8113207547169812,43,53
test/000006.mp4,000006,vgg19,h264_23_keepaudio,fake,fake,0.7142857142857143,0.8076923076923077,0.8301886792452831,43,53
test/000006.mp4,000006,vgg19,h264_28_keepaudio,fake,fake,0.7857142857142857,0.8076923076923077,0.7735849056603774,43,53
test/000006.mp4,000006,vgg19,h264_33_keepaudio,fake,fake,0.6904761904761905,0.8076923076923077,0.7735849056603774,43,53
test/000006.mp4,000006,vgg19,h264_38_keepaudio,fake,fake,0.7619047619047619,0.8076923076923077,0.6415094339622641,43,53
test/000006.mp4,000006,vgg19,h264_43_keepaudio,fake,fake,0.5952380952380952,0.8076923076923077,0.6415094339622641,43,53
test/000008.mp4,000008,vgg19,clean,fake,fake,0.7380952380952381,0.7692307692307693,0.8490566037735849,43,53
test/000008.mp4,000008,vgg19,jpeg_10,fake,fake,0.6666666666666666,0.7692307692307693,0.7358490566037735,43,53
test/000008.mp4,000008,vgg19,jpeg_20,fake,fake,0.6904761904761905,0.7692307692307693,0.8113207547169812,43,53
test/000008.mp4,000008,vgg19,jpeg_30,fake,fake,0.6666666666666666,0.7692307692307693,0.8301886792452831,43,53
test/000008.mp4,000008,vgg19,jpeg_40,fake,fake,0.6904761904761905,0.7692307692307693,0.8301886792452831,43,53
test/000008.mp4,000008,vgg19,jpeg_50,fake,fake,0.7619047619047619,0.7692307692307693,0.8113207547169812,43,53
test/000008.mp4,000008,vgg19,jpeg_60,fake,fake,0.7619047619047619,0.7692307692307693,0.7547169811320755,43,53
test/000008.mp4,000008,vgg19,jpeg_70,fake,fake,0.7380952380952381,0.7692307692307693,0.8490566037735849,43,53
test/000008.mp4,000008,vgg19,jpeg_80,fake,fake,0.7857142857142857,0.7692307692307693,0.7735849056603774,43,53
test/000008.mp4,000008,vgg19,jpeg_90,fake,fake,0.7619047619047619,0.7692307692307693,0.8113207547169812,43,53
test/000008.mp4,000008,vgg19,jpeg_95,fake,fake,0.7619047619047619,0.7692307692307693,0.7924528301886793,43,53
test/000008.mp4,000008,vgg19,h264_18_keepaudio,fake,fake,0.7857142857142857,0.7692307692307693,0.8490566037735849,43,53
test/000008.mp4,000008,vgg19,h264_23_keepaudio,fake,fake,0.7380952380952381,0.7692307692307693,0.8679245283018868,43,53
test/000008.mp4,000008,vgg19,h264_28_keepaudio,fake,fake,0.6904761904761905,0.7692307692307693,0.8113207547169812,43,53
test/000008.mp4,000008,vgg19,h264_33_keepaudio,fake,fake,0.7619047619047619,0.7692307692307693,0.8301886792452831,43,53
test/000008.mp4,000008,vgg19,h264_38_keepaudio,fake,fake,0.5952380952380952,0.7692307692307693,0.6415094339622641,43,53
test/000008.mp4,000008,vgg19,h264_43_keepaudio,fake,fake,0.5952380952380952,0.7692307692307693,0.660377358490566,43,53
test/000009.mp4,000009,vgg19,clean,fake,fake,0.7954545454545454,0.8181818181818182,0.75,45,56
test/000009.mp4,000009,vgg19,jpeg_10,fake,fake,0.7045454545454546,0.8181818181818182,0.7678571428571429,45,56
test/000009.mp4,000009,vgg19,jpeg_20,fake,fake,0.6590909090909091,0.8181818181818182,0.7142857142857143,45,56
test/000009.mp4,000009,vgg19,jpeg_30,fake,fake,0.6818181818181818,0.8181818181818182,0.6785714285714286,45,56
test/000009.mp4,000009,vgg19,jpeg_40,fake,fake,0.7727272727272727,0.8181818181818182,0.75,45,56
test/000009.mp4,000009,vgg19,jpeg_50,fake,fake,0.6590909090909091,0.8181818181818182,0.7142857142857143,45,56
test/000009.mp4,000009,vgg19,jpeg_60,fake,fake,0.75,0.8181818181818182,0.7857142857142857,45,56
test/000009.mp4,000009,vgg19,jpeg_70,fake,fake,0.7727272727272727,0.8181818181818182,0.7321428571428571,45,56
test/000009.mp4,000009,vgg19,jpeg_80,fake,fake,0.75,0.8181818181818182,0.75,45,56
test/000009.mp4,000009,vgg19,jpeg_90,fake,fake,0.7954545454545454,0.8181818181818182,0.7857142857142857,45,56
test/000009.mp4,000009,vgg19,jpeg_95,fake,fake,0.7727272727272727,0.8181818181818182,0.7678571428571429,45,56
test/000009.mp4,000009,vgg19,h264_18_keepaudio,fake,fake,0.8181818181818182,0.8181818181818182,0.8035714285714286,45,56
test/000009.mp4,000009,vgg19,h264_23_keepaudio,fake,fake,0.7272727272727273,0.8181818181818182,0.7321428571428571,45,56
test/000009.mp4,000009,vgg19,h264_28_keepaudio,fake,fake,0.7954545454545454,0.8181818181818182,0.7321428571428571,45,56
test/000009.mp4,000009,vgg19,h264_33_keepaudio,fake,fake,0.75,0.8181818181818182,0.75,45,56
test/000009.mp4,000009,vgg19,h264_38_keepaudio,fake,fake,0.7727272727272727,0.8181818181818182,0.7142857142857143,45,56
test/000009.mp4,000009,vgg19,h264_43_keepaudio,fake,fake,0.6818181818181818,0.8181818181818182,0.5535714285714286,45,56
test/000010.mp4,000010,vgg19,clean,fake,fake,0.8372093023255814,0.8518518518518519,0.8,44,55
test/000010.mp4,000010,vgg19,jpeg_10,fake,fake,0.6744186046511628,0.8518518518518519,0.7272727272727273,44,55
test/000010.mp4,000010,vgg19,jpeg_20,fake,fake,0.6976744186046512,0.8518518518518519,0.8181818181818182,44,55
test/000010.mp4,000010,vgg19,jpeg_30,fake,fake,0.8604651162790697,0.8518518518518519,0.8,44,55
test/000010.mp4,000010,vgg19,jpeg_40,fake,fake,0.8372093023255814,0.8518518518518519,0.7272727272727273,44,55
test/000010.mp4,000010,vgg19,jpeg_50,fake,fake,0.8837209302325582,0.8518518518518519,0.7454545454545455,44,55
test/000010.mp4,000010,vgg19,jpeg_60,fake,fake,0.8372093023255814,0.8518518518518519,0.7636363636363637,44,55
test/000010.mp4,000010,vgg19,jpeg_70,fake,fake,0.813953488372093,0.8518518518518519,0.8,44,55
test/000010.mp4,000010,vgg19,jpeg_80,fake,fake,0.813953488372093,0.8518518518518519,0.7818181818181819,44,55
test/000010.mp4,000010,vgg19,jpeg_90,fake,fake,0.8604651162790697,0.8518518518518519,0.7818181818181819,44,55
test/000010.mp4,000010,vgg19,jpeg_95,fake,fake,0.8604651162790697,0.8518518518518519,0.7454545454545455,44,55
test/000010.mp4,000010,vgg19,h264_18_keepaudio,fake,fake,0.8372093023255814,0.8518518518518519,0.7818181818181819,44,55
test/000010.mp4,000010,vgg19,h264_23_keepaudio,fake,fake,0.8837209302325582,0.8518518518518519,0.7636363636363637,44,55
test/000010.mp4,000010,vgg19,h264_28_keepaudio,fake,fake,0.8837209302325582,0.8518518518518519,0.8,44,55
test/000010.mp4,000010,vgg19,h264_33_keepaudio,fake,fake,0.7906976744186046,0.8518518518518519,0.6545454545454545,44,55
test/000010.mp4,000010,vgg19,h264_38_keepaudio,fake,fake,0.7441860465116279,0.8518518518518519,0.6,44,55
test/000010.mp4,000010,vgg19,h264_43_keepaudio,fake,fake,0.627906976744186,0.8518518518518519,0.5636363636363636,44,55
test/000011.mp4,000011,vgg19,clean,fake,fake,0.8409090909090909,0.8727272727272727,0.7678571428571429,45,56
test/000011.mp4,000011,vgg19,jpeg_10,fake,fake,0.75,0.8727272727272727,0.6785714285714286,45,56
test/000011.mp4,000011,vgg19,jpeg_20,fake,fake,0.8181818181818182,0.8727272727272727,0.7142857142857143,45,56
test/000011.mp4,000011,vgg19,jpeg_30,fake,fake,0.8863636363636364,0.8727272727272727,0.75,45,56
test/000011.mp4,000011,vgg19,jpeg_40,fake,fake,0.8409090909090909,0.8727272727272727,0.7678571428571429,45,56
test/000011.mp4,000011,vgg19,jpeg_50,fake,fake,0.8636363636363636,0.8727272727272727,0.75,45,56
test/000011.mp4,000011,vgg19,jpeg_60,fake,fake,0.8181818181818182,0.8727272727272727,0.7678571428571429,45,56
test/000011.mp4,000011,vgg19,jpeg_70,fake,fake,0.8409090909090909,0.8727272727272727,0.7678571428571429,45,56
test/000011.mp4,000011,vgg19,jpeg_80,fake,fake,0.8409090909090909,0.8727272727272727,0.7678571428571429,45,56
test/000011.mp4,000011,vgg19,jpeg_90,fake,fake,0.7954545454545454,0.8727272727272727,0.7857142857142857,45,56
test/000011.mp4,000011,vgg19,jpeg_95,fake,fake,0.8636363636363636,0.8727272727272727,0.7678571428571429,45,56
test/000011.mp4,000011,vgg19,h264_18_keepaudio,fake,fake,0.8409090909090909,0.8727272727272727,0.75,45,56
test/000011.mp4,000011,vgg19,h264_23_keepaudio,fake,fake,0.7727272727272727,0.8727272727272727,0.7321428571428571,45,56
test/000011.mp4,000011,vgg19,h264_28_keepaudio,fake,fake,0.8409090909090909,0.8727272727272727,0.7321428571428571,45,56
test/000011.mp4,000011,vgg19,h264_33_keepaudio,fake,fake,0.8181818181818182,0.8727272727272727,0.6964285714285714,45,56
test/000011.mp4,000011,vgg19,h264_38_keepaudio,fake,fake,0.8181818181818182,0.8727272727272727,0.75,45,56
test/000011.mp4,000011,vgg19,h264_43_keepaudio,fake,fake,0.5681818181818182,0.8727272727272727,0.5178571428571429,45,56
test/000012.mp4,000012,vgg19,clean,fake,real,0.782608695652174,0.5,0.6551724137931034,24,29
test/000012.mp4,000012,vgg19,jpeg_10,fake,real,0.5217391304347826,0.5,0.7241379310344828,24,29
test/000012.mp4,000012,vgg19,jpeg_20,fake,real,0.5652173913043478,0.5,0.6896551724137931,24,29
test/000012.mp4,000012,vgg19,jpeg_30,fake,real,0.7391304347826086,0.5,0.6551724137931034,24,29
test/000012.mp4,000012,vgg19,jpeg_40,fake,real,0.6086956521739131,0.5,0.7241379310344828,24,29
test/000012.mp4,000012,vgg19,jpeg_50,fake,real,0.7391304347826086,0.5,0.6551724137931034,24,29
test/000012.mp4,000012,vgg19,jpeg_60,fake,real,0.7391304347826086,0.5,0.6551724137931034,24,29
test/000012.mp4,000012,vgg19,jpeg_70,fake,real,0.6956521739130435,0.5,0.6896551724137931,24,29
test/000012.mp4,000012,vgg19,jpeg_80,fake,real,0.6956521739130435,0.5,0.6551724137931034,24,29
test/000012.mp4,000012,vgg19,jpeg_90,fake,real,0.6956521739130435,0.5,0.6551724137931034,24,29
test/000012.mp4,000012,vgg19,jpeg_95,fake,real,0.782608695652174,0.5,0.6206896551724138,24,29
test/000012.mp4,000012,vgg19,h264_18_keepaudio,fake,real,0.6956521739130435,0.5,0.6206896551724138,24,29
test/000012.mp4,000012,vgg19,h264_23_keepaudio,fake,real,0.782608695652174,0.5,0.6896551724137931,24,29
test/000012.mp4,000012,vgg19,h264_28_keepaudio,fake,real,0.782608695652174,0.5,0.6896551724137931,24,29
test/000012.mp4,000012,vgg19,h264_33_keepaudio,fake,real,0.6521739130434783,0.5,0.6896551724137931,24,29
test/000012.mp4,000012,vgg19,h264_38_keepaudio,fake,real,0.5217391304347826,0.5,0.7586206896551724,24,29
test/000012.mp4,000012,vgg19,h264_43_keepaudio,fake,real,0.4782608695652174,0.5,0.6551724137931034,24,29
test/000013.mp4,000013,vgg19,clean,fake,fake,0.72,0.6333333333333333,0.6451612903225806,26,31
test/000013.mp4,000013,vgg19,jpeg_10,fake,fake,0.6,0.6333333333333333,0.6129032258064516,26,31
test/000013.mp4,000013,vgg19,jpeg_20,fake,fake,0.84,0.6333333333333333,0.5483870967741935,26,31
test/000013.mp4,000013,vgg19,jpeg_30,fake,fake,0.72,0.6333333333333333,0.6129032258064516,26,31
test/000013.mp4,000013,vgg19,jpeg_40,fake,fake,0.72,0.6333333333333333,0.6129032258064516,26,31
test/000013.mp4,000013,vgg19,jpeg_50,fake,fake,0.72,0.6333333333333333,0.6451612903225806,26,31
test/000013.mp4,000013,vgg19,jpeg_60,fake,fake,0.72,0.6333333333333333,0.6451612903225806,26,31
test/000013.mp4,000013,vgg19,jpeg_70,fake,fake,0.8,0.6333333333333333,0.6451612903225806,26,31
test/000013.mp4,000013,vgg19,jpeg_80,fake,fake,0.72,0.6333333333333333,0.6774193548387096,26,31
test/000013.mp4,000013,vgg19,jpeg_90,fake,fake,0.72,0.6333333333333333,0.6451612903225806,26,31
test/000013.mp4,000013,vgg19,jpeg_95,fake,fake,0.72,0.6333333333333333,0.6129032258064516,26,31
test/000013.mp4,000013,vgg19,h264_18_keepaudio,fake,fake,0.72,0.6333333333333333,0.6129032258064516,26,31
test/000013.mp4,000013,vgg19,h264_23_keepaudio,fake,fake,0.72,0.6333333333333333,0.6129032258064516,26,31
test/000013.mp4,000013,vgg19,h264_28_keepaudio,fake,fake,0.72,0.6333333333333333,0.6129032258064516,26,31
test/000013.mp4,000013,vgg19,h264_33_keepaudio,fake,fake,0.64,0.6333333333333333,0.5806451612903226,26,31
test/000013.mp4,000013,vgg19,h264_38_keepaudio,fake,fake,0.6,0.6333333333333333,0.6129032258064516,26,31
test/000013.mp4,000013,vgg19,h264_43_keepaudio,fake,fake,0.68,0.6333333333333333,0.6451612903225806,26,31
test/000014.mp4,000014,vgg19,clean,fake,fake,0.8260869565217391,0.6071428571428571,0.6206896551724138,24,29
test/000014.mp4,000014,vgg19,jpeg_10,fake,fake,0.6521739130434783,0.6071428571428571,0.5862068965517241,24,29
test/000014.mp4,000014,vgg19,jpeg_20,fake,fake,1.0,0.6071428571428571,0.5517241379310345,24,29
test/000014.mp4,000014,vgg19,jpeg_30,fake,fake,0.782608695652174,0.6071428571428571,0.6206896551724138,24,29
test/000014.mp4,000014,vgg19,jpeg_40,fake,fake,0.8260869565217391,0.6071428571428571,0.5862068965517241,24,29
test/000014.mp4,000014,vgg19,jpeg_50,fake,fake,0.8260869565217391,0.6071428571428571,0.6206896551724138,24,29
test/000014.mp4,000014,vgg19,jpeg_60,fake,fake,0.8260869565217391,0.6071428571428571,0.6206896551724138,24,29
test/000014.mp4,000014,vgg19,jpeg_70,fake,fake,0.8260869565217391,0.6071428571428571,0.6206896551724138,24,29
test/000014.mp4,000014,vgg19,jpeg_80,fake,fake,0.8260869565217391,0.6071428571428571,0.6551724137931034,24,29
test/000014.mp4,000014,vgg19,jpeg_90,fake,fake,0.8260869565217391,0.6071428571428571,0.6206896551724138,24,29
test/000014.mp4,000014,vgg19,jpeg_95,fake,fake,0.8260869565217391,0.6071428571428571,0.5862068965517241,24,29
test/000014.mp4,000014,vgg19,h264_18_keepaudio,fake,fake,0.8260869565217391,0.6071428571428571,0.5862068965517241,24,29
test/000014.mp4,000014,vgg19,h264_23_keepaudio,fake,fake,0.6956521739130435,0.6071428571428571,0.5862068965517241,24,29
test/000014.mp4,000014,vgg19,h264_28_keepaudio,fake,fake,0.6956521739130435,0.6071428571428571,0.6551724137931034,24,29
