rel_path,video_id,model_type,condition,ground_truth,ok,n_faces,n_seg,prediction,VT,AT,IM,fer_conf,fer_entropy,ser_conf,ser_entropy
test/000000.mp4,000000,resnet50,h264_28_keepaudio,real,True,14,17,fake,0.5384615384615384,0.5625,0.8235294117647058,0.6065848224929401,1.18831745205283,0.864629806841121,0.3334303962454916
test/000000.mp4,000000,resnet50,h264_33_keepaudio,real,True,13,17,fake,1.0,0.5625,0.8235294117647058,0.4645993709564209,1.3667058640561882,0.864629806841121,0.3334303962454916
test/000000.mp4,000000,resnet50,h264_38_keepaudio,real,True,13,17,fake,0.5,0.5625,0.8823529411764706,0.5526242370788867,1.279569506188185,0.864629806841121,0.3334303962454916
test/000000.mp4,000000,resnet50,h264_43_keepaudio,real,True,13,17,fake,0.6666666666666666,0.5625,0.7058823529411765,0.5249107548823724,1.350079370799586,0.864629806841121,0.3334303962454916
test/000001.mp4,000001,resnet50,clean,real,True,13,15,fake,0.75,0.21428571428571427,1.0,0.5669398032701932,1.1997832128997372,0.8829591671625773,0.2830094194185668
test/000001.mp4,000001,resnet50,jpeg_10,real,True,10,15,fake,0.7777777777777778,0.21428571428571427,0.8,0.569907757639885,1.1645449081594506,0.8829591671625773,0.2830094194185668
test/000001.mp4,000001,resnet50,jpeg_20,real,True,13,15,fake,0.9166666666666666,0.21428571428571427,0.9333333333333333,0.612006636766287,1.0806409855884147,0.8829591671625773,0.2830094194185668
test/000001.mp4,000001,resnet50,jpeg_30,real,True,13,15,fake,0.75,0.21428571428571427,0.8,0.5959415779663966,1.1259537435425804,0.8829591671625773,0.2830094194185668
test/000001.mp4,000001,resnet50,jpeg_40,real,True,13,15,fake,0.5833333333333334,0.21428571428571427,0.8666666666666667,0.5761839564029987,1.1412875931919217,0.8829591671625773,0.2830094194185668
test/000001.mp4,000001,resnet50,jpeg_50,real,True,13,15,fake,0.5833333333333334,0.21428571428571427,0.8666666666666667,0.5796280755446508,1.2141663515026322,0.8829591671625773,0.2830094194185668
test/000001.mp4,000001,resnet50,jpeg_60,real,True,13,15,fake,0.75,0.21428571428571427,1.0,0.575129508972168,1.1965406489339518,0.8829591671625773,0.2830094194185668
test/000001.mp4,000001,resnet50,jpeg_70,real,True,13,15,fake,0.5,0.21428571428571427,0.8,0.637420097222695,1.0888587419435067,0.8829591671625773,0.2830094194185668
test/000001.mp4,000001,resnet50,jpeg_80,real,True,13,15,fake,0.4166666666666667,0.21428571428571427,0.8,0.5861739470408514,1.1948112811795875,0.8829591671625773,0.2830094194185668
test/000001.mp4,000001,resnet50,jpeg_90,real,True,13,15,fake,0.5833333333333334,0.21428571428571427,1.0,0.5917596564843104,1.155431271536396,0.8829591671625773,0.2830094194185668
test/000001.mp4,000001,resnet50,jpeg_95,real,True,13,15,fake,0.6666666666666666,0.21428571428571427,0.8666666666666667,0.5939609637627234,1.168288681911079,0.8829591671625773,0.2830094194185668
test/000001.mp4,000001,resnet50,h264_18_keepaudio,real,True,13,15,fake,0.4166666666666667,0.21428571428571427,0.8,0.538132885327706,1.2542777641897254,0.8829591671625773,0.2830094194185668
test/000001.mp4,000001,resnet50,h264_23_keepaudio,real,True,13,15,fake,0.75,0.21428571428571427,0.8666666666666667,0.5624650097810305,1.2385648511635128,0.8829591671625773,0.2830094194185668
test/000001.mp4,000001,resnet50,h264_28_keepaudio,real,True,12,15,fake,0.7272727272727273,0.21428571428571427,0.9333333333333333,0.5264519453048706,1.2911596147856688,0.8829591671625773,0.2830094194185668
test/000001.mp4,000001,resnet50,h264_33_keepaudio,real,True,12,15,fake,0.36363636363636365,0.21428571428571427,0.7333333333333333,0.453326294819514,1.3806985917247905,0.8829591671625773,0.2830094194185668
test/000001.mp4,000001,resnet50,h264_38_keepaudio,real,True,13,15,fake,0.4166666666666667,0.21428571428571427,0.8,0.5375887568180377,1.2996584485654243,0.8829591671625773,0.2830094194185668
test/000001.mp4,000001,resnet50,h264_43_keepaudio,real,True,13,15,fake,0.5833333333333334,0.21428571428571427,0.7333333333333333,0.6222641697296729,1.1194965501727956,0.8829591671625773,0.2830094194185668
test/000002.mp4,000002,resnet50,clean,fake,True,15,17,fake,0.42857142857142855,0.375,0.9411764705882353,0.5148378779490789,1.3036049152745863,0.8336106573834139,0.3520750602761284
test/000002.mp4,000002,resnet50,jpeg_10,fake,True,13,17,fake,0.9166666666666666,0.375,0.8235294117647058,0.6494546807729281,0.9601392426995884,0.8336106573834139,0.3520750602761284
test/000002.mp4,000002,resnet50,jpeg_20,fake,True,15,17,fake,0.7142857142857143,0.375,0.8823529411764706,0.6526090006033579,1.0425214112877228,0.8336106573834139,0.3520750602761284
test/000002.mp4,000002,resnet50,jpeg_30,fake,True,15,17,fake,0.7142857142857143,0.375,0.8823529411764706,0.5664060731728872,1.2130386531196273,0.8336106573834139,0.3520750602761284
test/000002.mp4,000002,resnet50,jpeg_40,fake,True,15,17,fake,0.6428571428571429,0.375,0.7058823529411765,0.5548445383707682,1.2470048976240704,0.8336106573834139,0.3520750602761284
test/000002.mp4,000002,resnet50,jpeg_50,fake,True,15,17,fake,0.6428571428571429,0.375,0.8235294117647058,0.49098369081815085,1.3468490680631728,0.8336106573834139,0.3520750602761284
test/000002.mp4,000002,resnet50,jpeg_60,fake,True,15,17,fake,0.7142857142857143,0.375,0.8823529411764706,0.5305892507235209,1.273551482291791,0.8336106573834139,0.3520750602761284
test/000002.mp4,000002,resnet50,jpeg_70,fake,True,15,17,fake,0.5714285714285714,0.375,0.8823529411764706,0.5313977738221486,1.2769876656331223,0.8336106573834139,0.3520750602761284
test/000002.mp4,000002,resnet50,jpeg_80,fake,True,15,17,fake,0.5,0.375,0.9411764705882353,0.5341602265834808,1.2757612112105574,0.8336106573834139,0.3520750602761284
test/000002.mp4,000002,resnet50,jpeg_90,fake,True,15,17,fake,0.6428571428571429,0.375,0.9411764705882353,0.49197102189064024,1.3230752155651813,0.8336106573834139,0.3520750602761284
test/000002.mp4,000002,resnet50,jpeg_95,fake,True,15,17,fake,0.5,0.375,0.9411764705882353,0.537527996301651,1.2758245882680808,0.8336106573834139,0.3520750602761284
test/000002.mp4,000002,resnet50,h264_18_keepaudio,fake,True,14,17,fake,0.5384615384615384,0.375,0.8823529411764706,0.4779628983565739,1.3419559564118528,0.8336106573834139,0.3520750602761284
test/000002.mp4,000002,resnet50,h264_23_keepaudio,fake,True,15,17,fake,0.6428571428571429,0.375,0.8823529411764706,0.520581599076589,1.3253552134764186,0.8336106573834139,0.3520750602761284
test/000002.mp4,000002,resnet50,h264_28_keepaudio,fake,True,15,17,fake,0.6428571428571429,0.375,0.6470588235294118,0.5278412977854411,1.2816988838914336,0.8336106573834139,0.3520750602761284
test/000002.mp4,000002,resnet50,h264_33_keepaudio,fake,True,15,17,fake,0.5714285714285714,0.375,0.8235294117647058,0.5045295079549154,1.3516685333348177,0.8336106573834139,0.3520750602761284
test/000002.mp4,000002,resnet50,h264_38_keepaudio,fake,True,15,17,fake,0.7142857142857143,0.375,0.8823529411764706,0.5333295663197836,1.2546076827904185,0.8336106573834139,0.3520750602761284
test/000002.mp4,000002,resnet50,h264_43_keepaudio,fake,True,15,17,fake,0.2857142857142857,0.375,0.8823529411764706,0.6818859497706096,0.922973702214723,0.8336106573834139,0.3520750602761284
test/000003.mp4,000003,resnet50,clean,fake,True,13,16,fake,0.5,0.26666666666666666,0.9375,0.5704548198443192,1.2760295717197843,0.8813353348523378,0.261840389172834
test/000003.mp4,000003,resnet50,jpeg_10,fake,True,12,16,fake,0.9090909090909091,0.26666666666666666,0.875,0.6293942655126253,1.0108027780824955,0.8813353348523378,0.261840389172834
test/000003.mp4,000003,resnet50,jpeg_20,fake,True,13,16,fake,0.75,0.26666666666666666,0.9375,0.5105024048915277,1.2823327042927777,0.8813353348523378,0.261840389172834
test/000003.mp4,000003,resnet50,jpeg_30,fake,True,14,16,fake,0.7692307692307693,0.26666666666666666,0.875,0.5298189052513668,1.2594280095634152,0.8813353348523378,0.261840389172834
test/000003.mp4,000003,resnet50,jpeg_40,fake,True,14,16,fake,0.6923076923076923,0.26666666666666666,0.875,0.5758337995835713,1.240153832853114,0.8813353348523378,0.261840389172834
test/000003.mp4,000003,resnet50,jpeg_50,fake,True,14,16,fake,0.6153846153846154,0.26666666666666666,0.875,0.5789562804358346,1.2375537443075484,0.8813353348523378,0.261840389172834
test/000003.mp4,000003,resnet50,jpeg_60,fake,True,14,16,fake,0.46153846153846156,0.26666666666666666,0.75,0.5030592169080462,1.312839658671346,0.8813353348523378,0.261840389172834
test/000003.mp4,000003,resnet50,jpeg_70,fake,True,13,16,fake,0.5,0.26666666666666666,0.875,0.5454747516375321,1.2737509468172448,0.8813353348523378,0.261840389172834
test/000003.mp4,000003,resnet50,jpeg_80,fake,True,13,16,fake,0.5,0.26666666666666666,0.9375,0.5401359819448911,1.2310231902541144,0.8813353348523378,0.261840389172834
test/000003.mp4,000003,resnet50,jpeg_90,fake,True,13,16,fake,0.5833333333333334,0.26666666666666666,0.9375,0.5470963418483734,1.2866477519868622,0.8813353348523378,0.261840389172834
test/000003.mp4,000003,resnet50,jpeg_95,fake,True,13,16,fake,0.5,0.26666666666666666,0.9375,0.5234463421198038,1.3303239049031481,0.8813353348523378,0.261840389172834
test/000003.mp4,000003,resnet50,h264_18_keepaudio,fake,True,13,16,fake,0.4166666666666667,0.26666666666666666,0.9375,0.5208159845608932,1.3328121549213787,0.8813353348523378,0.261840389172834
test/000003.mp4,000003,resnet50,h264_23_keepaudio,fake,True,14,16,fake,0.38461538461538464,0.26666666666666666,0.8125,0.5396443669285093,1.2524011562400514,0.8813353348523378,0.261840389172834
test/000003.mp4,000003,resnet50,h264_28_keepaudio,fake,True,14,16,fake,0.5384615384615384,0.26666666666666666,0.9375,0.6408658432109016,1.115792445884842,0.8813353348523378,0.261840389172834
test/000003.mp4,000003,resnet50,h264_33_keepaudio,fake,True,13,16,fake,0.6666666666666666,0.26666666666666666,0.9375,0.48850048505342925,1.349873637601296,0.8813353348523378,0.261840389172834
test/000003.mp4,000003,resnet50,h264_38_keepaudio,fake,True,14,16,fake,0.6923076923076923,0.26666666666666666,0.875,0.5290582925081253,1.3509827450075054,0.8813353348523378,0.261840389172834
test/000003.mp4,000003,resnet50,h264_43_keepaudio,fake,True,14,16,fake,0.6153846153846154,0.26666666666666666,0.875,0.6337303178650993,1.03527264383598,0.8813353348523378,0.261840389172834
test/000004.mp4,000004,resnet50,clean,fake,True,15,17,fake,0.5714285714285714,0.25,0.9411764705882353,0.5850044031937917,1.2236126254408908,0.8968018538811627,0.21676200556583844
test/000004.mp4,000004,resnet50,jpeg_10,fake,True,14,17,fake,0.7692307692307693,0.25,0.7647058823529411,0.6440568949495044,1.0070035666542132,0.8968018538811627,0.21676200556583844
test/000004.mp4,000004,resnet50,jpeg_20,fake,True,15,17,fake,0.9285714285714286,0.25,0.8823529411764706,0.5442167957623799,1.1998618315350835,0.8968018538811627,0.21676200556583844
test/000004.mp4,000004,resnet50,jpeg_30,fake,True,15,17,fake,0.6428571428571429,0.25,0.7058823529411765,0.5119855801264445,1.3010760079005357,0.8968018538811627,0.21676200556583844
test/000004.mp4,000004,resnet50,jpeg_40,fake,True,15,17,fake,0.42857142857142855,0.25,0.8823529411764706,0.5143286327521006,1.2773172721513963,0.8968018538811627,0.21676200556583844
test/000004.mp4,000004,resnet50,jpeg_50,fake,True,15,17,fake,0.42857142857142855,0.25,0.7647058823529411,0.6249177694320679,1.1222013229145342,0.8968018538811627,0.21676200556583844
test/000004.mp4,000004,resnet50,jpeg_60,fake,True,15,17,fake,0.5714285714285714,0.25,0.8823529411764706,0.5126379032929739,1.3044606672782806,0.8968018538811627,0.21676200556583844
test/000004.mp4,000004,resnet50,jpeg_70,fake,True,15,17,fake,0.5,0.25,0.8823529411764706,0.5171650985876719,1.2899987030060274,0.8968018538811627,0.21676200556583844
test/000004.mp4,000004,resnet50,jpeg_80,fake,True,15,17,fake,0.5714285714285714,0.25,0.9411764705882353,0.5420772095521291,1.2316948637456315,0.8968018538811627,0.21676200556583844
test/000004.mp4,000004,resnet50,jpeg_90,fake,True,15,17,fake,0.5,0.25,0.9411764705882353,0.5516054073969523,1.2884872244391772,0.8968018538811627,0.21676200556583844
test/000004.mp4,000004,resnet50,jpeg_95,fake,True,15,17,fake,0.5,0.25,0.9411764705882353,0.5577435433864594,1.2474429483939515,0.8968018538811627,0.21676200556583844
test/000004.mp4,000004,resnet50,h264_18_keepaudio,fake,True,15,17,fake,0.42857142857142855,0.25,0.9411764705882353,0.5356212973594665,1.251069538015955,0.8968018538811627,0.21676200556583844
test/000004.mp4,000004,resnet50,h264_23_keepaudio,fake,True,15,17,fake,0.42857142857142855,0.25,0.9411764705882353,0.5656000951925914,1.2032928657384143,0.8968018538811627,0.21676200556583844
test/000004.mp4,000004,resnet50,h264_28_keepaudio,fake,True,15,17,fake,0.42857142857142855,0.25,0.8823529411764706,0.5936924537022908,1.1580984140201604,0.8968018538811627,0.21676200556583844
test/000004.mp4,000004,resnet50,h264_33_keepaudio,fake,True,15,17,fake,0.5,0.25,0.9411764705882353,0.5938023348649343,1.140629118557531,0.8968018538811627,0.21676200556583844
test/000004.mp4,000004,resnet50,h264_38_keepaudio,fake,True,14,17,fake,0.38461538461538464,0.25,0.8235294117647058,0.4681072256394795,1.3994008989463753,0.8968018538811627,0.21676200556583844
test/000004.mp4,000004,resnet50,h264_43_keepaudio,fake,True,15,17,fake,0.7142857142857143,0.25,0.8235294117647058,0.6789409240086873,0.9433190407794102,0.8968018538811627,0.21676200556583844
test/000005.mp4,000005,resnet50,clean,real,True,44,54,fake,0.7906976744186046,0.8490566037735849,0.6481481481481481,0.5990358089858835,1.166378428598665,0.9818348619672987,0.04857161623650249
test/000005.mp4,000005,resnet50,jpeg_10,real,True,44,54,fake,0.5813953488372093,0.8490566037735849,0.6111111111111112,0.6092388386076147,1.1133552506320137,0.9818348619672987,0.04857161623650249
test/000005.mp4,000005,resnet50,jpeg_20,real,True,44,54,fake,0.6046511627906976,0.8490566037735849,0.6296296296296297,0.6490412279963493,1.039820945276937,0.9818348619672987,0.04857161623650249
test/000005.mp4,000005,resnet50,jpeg_30,real,True,44,54,fake,0.7209302325581395,0.8490566037735849,0.6481481481481481,0.6274906207214702,1.0856395982381775,0.9818348619672987,0.04857161623650249
test/000005.mp4,000005,resnet50,jpeg_40,real,True,44,54,fake,0.8837209302325582,0.8490566037735849,0.5740740740740741,0.6226541227237745,1.121132542911541,0.9818348619672987,0.04857161623650249
test/000005.mp4,000005,resnet50,jpeg_50,real,True,44,54,fake,0.7441860465116279,0.8490566037735849,0.6481481481481481,0.63321557844227,1.1196888128096958,0.9818348619672987,0.04857161623650249
test/000005.mp4,000005,resnet50,jpeg_60,real,True,44,54,fake,0.7674418604651163,0.8490566037735849,0.6111111111111112,0.6087015704675154,1.1633643391750303,0.9818348619672987,0.04857161623650249
test/000005.mp4,000005,resnet50,jpeg_70,real,True,44,54,fake,0.7209302325581395,0.8490566037735849,0.6666666666666666,0.5959044650874354,1.1750121270477214,0.9818348619672987,0.04857161623650249
test/000005.mp4,000005,resnet50,jpeg_80,real,True,44,54,fake,0.7906976744186046,0.8490566037735849,0.6111111111111112,0.6104219535535033,1.1545054666512664,0.9818348619672987,0.04857161623650249
test/000005.mp4,000005,resnet50,jpeg_90,real,True,44,54,fake,0.7906976744186046,0.8490566037735849,0.6296296296296297,0.600348218598149,1.1721328541137253,0.9818348619672987,0.04857161623650249
test/000005.mp4,000005,resnet50,jpeg_95,real,True,44,54,fake,0.7674418604651163,0.8490566037735849,0.6481481481481481,0.6256013539704409,1.1328670605009534,0.9818348619672987,0.04857161623650249
test/000005.mp4,000005,resnet50,h264_18_keepaudio,real,True,44,54,fake,0.6511627906976745,0.8490566037735849,0.6481481481481481,0.6028752218593251,1.1414549458002614,0.9818348619672987,0.04857161623650249
test/000005.mp4,000005,resnet50,h264_23_keepaudio,real,True,44,54,fake,0.6976744186046512,0.8490566037735849,0.6666666666666666,0.5951033491979946,1.1723227765670137,0.9818348619672987,0.04857161623650249
test/000005.mp4,000005,resnet50,h264_28_keepaudio,real,True,44,54,fake,0.7906976744186046,0.8490566037735849,0.5555555555555556,0.6050363271073862,1.1352622752573382,0.9818348619672987,0.04857161623650249
test/000005.mp4,000005,resnet50,h264_33_keepaudio,real,True,44,54,fake,0.7674418604651163,0.8490566037735849,0.6666666666666666,0.6014637899669734,1.1361969293567873,0.9818348619672987,0.04857161623650249
test/000005.mp4,000005,resnet50,h264_38_keepaudio,real,True,44,54,fake,0.627906976744186,0.8490566037735849,0.7407407407407407,0.5944016338749365,1.1611069534723963,0.9818348619672987,0.04857161623650249
test/000005.mp4,000005,resnet50,h264_43_keepaudio,real,True,44,54,fake,0.6046511627906976,0.8490566037735849,0.7777777777777778,0.6521426662802696,1.011025835287851,0.9818348619672987,0.04857161623650249
test/000006.mp4,000006,resnet50,clean,fake,True,43,53,fake,0.7857142857142857,0.8076923076923077,0.5660377358490566,0.6143670726654141,1.1459504208457927,0.966550739306324,0.07484020359550131
test/000006.mp4,000006,resnet50,jpeg_10,fake,True,43,53,fake,0.6428571428571429,0.8076923076923077,0.6415094339622641,0.6641952437023784,0.960562490270598,0.966550739306324,0.07484020359550131
test/000006.mp4,000006,resnet50,jpeg_20,fake,True,43,53,fake,0.7857142857142857,0.8076923076923077,0.5094339622641509,0.6371440249820088,1.0832693636238178,0.966550739306324,0.07484020359550131
test/000006.mp4,000006,resnet50,jpeg_30,fake,True,43,53,fake,0.8095238095238095,0.8076923076923077,0.5471698113207547,0.629397624453833,1.1005712272319639,0.966550739306324,0.07484020359550131
test/000006.mp4,000006,resnet50,jpeg_40,fake,True,43,53,fake,0.8095238095238095,0.8076923076923077,0.5283018867924528,0.6493760319643243,1.0455147137102758,0.966550739306324,0.07484020359550131
test/000006.mp4,000006,resnet50,jpeg_50,fake,True,43,53,fake,0.7857142857142857,0.8076923076923077,0.5849056603773585,0.6392994956221691,1.08043979310511,0.966550739306324,0.07484020359550131
test/000006.mp4,000006,resnet50,jpeg_60,fake,True,43,53,fake,0.7142857142857143,0.8076923076923077,0.5849056603773585,0.6337634706219961,1.0771342769038288,0.966550739306324,0.07484020359550131
test/000006.mp4,000006,resnet50,jpeg_70,fake,True,43,53,fake,0.6666666666666666,0.8076923076923077,0.6037735849056604,0.6120532456525537,1.1296169205103859,0.966550739306324,0.07484020359550131
test/000006.mp4,000006,resnet50,jpeg_80,fake,True,43,53,fake,0.8333333333333334,0.8076923076923077,0.5660377358490566,0.6632836377897928,1.0466662641123061,0.966550739306324,0.07484020359550131
test/000006.mp4,000006,resnet50,jpeg_90,fake,True,43,53,fake,0.6904761904761905,0.8076923076923077,0.6037735849056604,0.6300675207099249,1.1137190208267187,0.966550739306324,0.07484020359550131
test/000006.mp4,000006,resnet50,jpeg_95,fake,True,43,53,fake,0.7380952380952381,0.8076923076923077,0.6037735849056604,0.6178015408127807,1.1338732822423674,0.966550739306324,0.07484020359550131
test/000006.mp4,000006,resnet50,h264_18_keepaudio,fake,True,43,53,fake,0.7619047619047619,0.8076923076923077,0.6037735849056604,0.6289850175380707,1.102437975314231,0.966550739306324,0.07484020359550131
test/000006.mp4,000006,resnet50,h264_23_keepaudio,fake,True,43,53,fake,0.8095238095238095,0.8076923076923077,0.5660377358490566,0.598412885222324,1.1719093310126218,0.966550739306324,0.07484020359550131
test/000006.mp4,000006,resnet50,h264_28_keepaudio,fake,True,43,53,fake,0.7380952380952381,0.8076923076923077,0.6415094339622641,0.5807740632877794,1.2112964086006073,0.966550739306324,0.07484020359550131
test/000006.mp4,000006,resnet50,h264_33_keepaudio,fake,True,43,53,fake,0.8095238095238095,0.8076923076923077,0.5094339622641509,0.5253047499545785,1.3250481735290474,0.966550739306324,0.07484020359550131
test/000006.mp4,000006,resnet50,h264_38_keepaudio,fake,True,43,53,fake,0.7380952380952381,0.8076923076923077,0.6981132075471698,0.6133070109888564,1.1258642354465025,0.966550739306324,0.07484020359550131
test/000006.mp4,000006,resnet50,h264_43_keepaudio,fake,True,43,53,fake,0.7142857142857143,0.8076923076923077,0.6415094339622641,0.606073553478995,1.1211729426392245,0.966550739306324,0.07484020359550131
test/000008.mp4,000008,resnet50,clean,fake,True,43,53,fake,0.7142857142857143,0.7692307692307693,0.5849056603773585,0.6458060193893521,1.0775127475855413,0.9679763429569748,0.06519766308889371
test/000008.mp4,000008,resnet50,jpeg_10,fake,True,43,53,fake,0.8571428571428571,0.7692307692307693,0.5471698113207547,0.6960839435111644,0.9324323744313149,0.9679763429569748,0.06519766308889371
test/000008.mp4,000008,resnet50,jpeg_20,fake,True,43,53,fake,0.8571428571428571,0.7692307692307693,0.5094339622641509,0.6537437092426212,1.0132940072320284,0.9679763429569748,0.06519766308889371
test/000008.mp4,000008,resnet50,jpeg_30,fake,True,43,53,fake,0.7380952380952381,0.7692307692307693,0.5471698113207547,0.6300486735133237,1.0982911249611234,0.9679763429569748,0.06519766308889371
test/000008.mp4,000008,resnet50,jpeg_40,fake,True,43,53,fake,0.7142857142857143,0.7692307692307693,0.6226415094339622,0.6247041156125623,1.1007471491252865,0.9679763429569748,0.06519766308889371
test/000008.mp4,000008,resnet50,jpeg_50,fake,True,43,53,fake,0.7857142857142857,0.7692307692307693,0.5660377358490566,0.6220216096140617,1.0891963044991322,0.9679763429569748,0.06519766308889371
test/000008.mp4,000008,resnet50,jpeg_60,fake,True,43,53,fake,0.7619047619047619,0.7692307692307693,0.5471698113207547,0.6392669130203336,1.0969520939982216,0.9679763429569748,0.06519766308889371
test/000008.mp4,000008,resnet50,jpeg_70,fake,True,43,53,fake,0.7380952380952381,0.7692307692307693,0.5849056603773585,0.6129074068956597,1.1222677296640382,0.9679763429569748,0.06519766308889371
test/000008.mp4,000008,resnet50,jpeg_80,fake,True,43,53,fake,0.7380952380952381,0.7692307692307693,0.6037735849056604,0.583067427887473,1.1714101630797715,0.9679763429569748,0.06519766308889371
test/000008.mp4,000008,resnet50,jpeg_90,fake,True,43,53,fake,0.6666666666666666,0.7692307692307693,0.5849056603773585,0.6283253791720368,1.1089063576106333,0.9679763429569748,0.06519766308889371
test/000008.mp4,000008,resnet50,jpeg_95,fake,True,43,53,fake,0.6904761904761905,0.7692307692307693,0.5660377358490566,0.6019568845283153,1.151190960631902,0.9679763429569748,0.06519766308889371
test/000008.mp4,000008,resnet50,h264_18_keepaudio,fake,True,43,53,fake,0.7380952380952381,0.7692307692307693,0.6037735849056604,0.6100595142952231,1.1394339216354534,0.9679763429569748,0.06519766308889371
test/000008.mp4,000008,resnet50,h264_23_keepaudio,fake,True,43,53,fake,0.7380952380952381,0.7692307692307693,0.6037735849056604,0.6252878315226976,1.1241822210238444,0.9679763429569748,0.06519766308889371
test/000008.mp4,000008,resnet50,h264_28_keepaudio,fake,True,43,53,fake,0.6666666666666666,0.7692307692307693,0.5283018867924528,0.5829034329846848,1.2073264958120808,0.9679763429569748,0.06519766308889371
test/000008.mp4,000008,resnet50,h264_33_keepaudio,fake,True,43,53,fake,0.7619047619047619,0.7692307692307693,0.6226415094339622,0.620353365706843,1.1063902762572706,0.9679763429569748,0.06519766308889371
test/000008.mp4,000008,resnet50,h264_38_keepaudio,fake,True,43,53,fake,0.7619047619047619,0.7692307692307693,0.6037735849056604,0.6219164140002672,1.0913030241052815,0.9679763429569748,0.06519766308889371
test/000008.mp4,000008,resnet50,h264_43_keepaudio,fake,True,43,53,fake,0.7142857142857143,0.7692307692307693,0.6415094339622641,0.5914325360641923,1.1318486330256434,0.9679763429569748,0.06519766308889371
test/000009.mp4,000009,resnet50,clean,fake,True,45,56,fake,0.8636363636363636,0.8181818181818182,0.44642857142857145,0.6297237839963701,1.1154770222786814,0.9592130833438465,0.09361614180829163
test/000009.mp4,000009,resnet50,jpeg_10,fake,True,45,56,fake,0.6818181818181818,0.8181818181818182,0.48214285714285715,0.6167750881777869,1.0567559755449905,0.9592130833438465,0.09361614180829163
test/000009.mp4,000009,resnet50,jpeg_20,fake,True,45,56,fake,0.5909090909090909,0.8181818181818182,0.5,0.6340117043919034,1.0585826543767853,0.9592130833438465,0.09361614180829163
test/000009.mp4,000009,resnet50,jpeg_30,fake,True,45,56,fake,0.7272727272727273,0.8181818181818182,0.4642857142857143,0.6212442146407233,1.1131360745016605,0.9592130833438465,0.09361614180829163
test/000009.mp4,000009,resnet50,jpeg_40,fake,True,45,56,fake,0.7727272727272727,0.8181818181818182,0.5,0.6313555757204692,1.096146964814946,0.9592130833438465,0.09361614180829163
test/000009.mp4,000009,resnet50,jpeg_50,fake,True,45,56,fake,0.7727272727272727,0.8181818181818182,0.5,0.6292326708634695,1.1063992374098641,0.9592130833438465,0.09361614180829163
test/000009.mp4,000009,resnet50,jpeg_60,fake,True,45,56,fake,0.7954545454545454,0.8181818181818182,0.4642857142857143,0.6111104415522681,1.1389330117122587,0.9592130833438465,0.09361614180829163
test/000009.mp4,000009,resnet50,jpeg_70,fake,True,45,56,fake,0.8409090909090909,0.8181818181818182,0.48214285714285715,0.6227360957198673,1.1260947143403084,0.9592130833438465,0.09361614180829163
